is_positive,message,bart_is_positive,sentiment,score
1,@Itxi_Itx @th3maw  This is a great conversation.  What else might you do with your sheets during the act of love?  eh?  eh?  ,0.8978127837181091,error,error
0,feeling like an old lady..suffering lower back pains uhggggg. i guess it's PJ'S &amp; PILLOW TIME for me ,0.001372558879666,negative,0.15
1,life and its webs it weaves... glad we're brought closer during the simplest of things...  fam,0.9612606167793274,positive,0.875
1,had a lovely birthday.  http://plurk.com/p/xedq0,0.8736889958381653,positive,0.95
0,@salioelsol08 ew. ,0.0019093180308118,negative,0.1
1,@LexiePixie Cool! Have a super day ,0.9656678438186646,positive,0.9
1,@markowen Always a pleasure Mark ,0.9632850289344788,positive,0.85
0,http://twitpic.com/87lpp - it was beautiful once ,0.55945885181427,positive,0.7
1,&lt;/cluster emoting&gt; Thanks for humoring me. ,0.0567786060273647,positive,0.7
0,This is going to be the week from hell...I have so so so much to do! ,0.0003117009764537,negative,0.25
0,@radqueen I WANT TO SEE PICTURES. ,0.2509524524211883,error,error
1,off to sleep. GOOD NIGHT WORLD  hope it'll not rain tomorrow.,0.6818949580192566,positive,0.8
0,"Going to physical therapy and then.. study biology! YAY! I wanted to see @marcoluque today  PrÃ³ximo stand up eu vou, prometo! ",0.9390479326248168,positive,0.75
1,@chor_leoni @Fantasy_Art @NxEW Thanks for the follow Friday! ,0.6813229322433472,positive,0.85
0,@musikhoodtheory come cuddle with me! I'm allll alone!  lmao,0.234023779630661,positive,0.85
1,helloooo everyone ,0.8704643845558167,positive,0.7
0,Blah! I should be asleep for today's 10 am rehearsal but I don't want too! &gt;.&lt; Hehe I'm not sleepy and I don't want to wake up early! ,0.0090041514486074,negative,0.35
1,"@ddlovato I wish I was a celeb like you, Miley Cyrus, Selena Gomez, Taylor Swift, and all those pretty girls out there! ",0.1038127169013023,positive,0.85
0,@ddlovato why arent you at the mtv movie awards? i was looking forward to see you n tv ,0.0049220202490687,negative,0.35
0,Drinking break... Alc free Weizen is out...   http://tinyurl.com/mdvqpn,0.1043798625469207,positive,0.7
1,@kiniaq and the reasons are never wrong my dear... they are absolutely lovely  wow,0.94097501039505,positive,0.95
1,"Ok,this lil Tweeter is pooped,I'm going to dream that fairies come and clean my house!!Thanks for Ur time and tweets! Gnight.. ",0.0746467560529708,positive,0.8
1,@daveracingkites http://twitpic.com/5ezxy - go to bed. ,0.0157877318561077,negative,0.4
1,working all day... of what a day. at least i have thanksgiving leftovers for lunch ,0.0379863902926445,positive,0.65
1,@MrRathbone You have many friends here who will walk with you through the dark and the light. Smile ,0.4075430929660797,positive,0.890123
1,@CapnSkulduggery I was just thinking we need some sort of logo. Like... The coriandr rabbit on a train ,0.0193272083997726,positive,0.7
0,oh my God.. my laptop has a crack  all my fault ,0.0009767174487933,negative,0.15
1,@officialnjonas you speak my name in chat? please?I am a big fan your...follow me? ,0.8236868381500244,positive,0.8
1,cleaning + laundry = ,0.7383913397789001,neutral,0.5
1,Have you asked your mother about my sleeepover thing? ,0.0639235079288482,neutral,0.5
1,"@taylorswift13 that was a very entertaining few minutes spent reading that, i recorded the today show as soon as i heard you were on it ",0.6640657782554626,positive,0.875
0,@SarahDownSouth Me neither. ,0.0185108073055744,negative,0.3
1,"is downloading, downloading, downloading. ",0.0827396064996719,neutral,0.5
0,"Oh. Em. Gee. My Dad has been caught smoking! He quit months ago and has suddenly started again. Tut, tut. I'm so disappointed right now. ",0.0034647469874471,negative,0.25
0,UGH la fitness closed at 8pm  i drove there for no reason! grrr,0.0005426029092632,negative,0.15
1,@Jessicaveronica I love the song Untouchet ,0.7667069435119629,positive,0.9
1,"BlackBerry troubles all over.. fortunately enough I don't have one! My HTC Touch works fine, for almost 2 years! ",0.0313802137970924,positive,0.75
1,@MeganBull how do you know how much your twitter profile is worth?? haha...or was that a joke? ,0.0011808661511167,positive,0.7
1,http://mobypicture.com/?yxykxt - I knew it from the start. It's a two year old t-shirt by now. Always makes me pleased to see though. ,0.8539661765098572,positive,0.8
0,"@Bahamabob Mosquitoes, not yet but they'll arrive soon ",0.0045222174376249,negative,0.35
1,dude where is my car ??? ,0.0014941556146368,negative,0.3
0,I forgot my homework ,0.00432087527588,negative,0.2
0,@TheHouseofMouse I love these! But I am broke ,0.5516886711120605,negative,0.35
1,@Lumiel Aren't you sweet? ,0.9127164483070374,positive,0.9
0,@rhys_isterix I can't get that horrible dream I had last night of Simbacat out of my head!  Its unnerving me! ,0.0003939667367376,negative,0.2
1,"Oi @ksymmonds Follow @leespoons - he's funny, nice bloke &amp; a bloody good mashup producer ",0.9387981295585632,positive,0.85
0,"Hey Hannah here, training so far has consisted of two gym sessions (need to buy a bike) of 20km in 51 minutes. 40km on day little worried ",0.018187103793025,negative,0.35
0,No dice. The coaches made a big mistake not picking Jacob. ,0.0092047331854701,negative,0.2
0,URGH so frustrated  tomorrow is the start of school.. so not excited AT ALL :|,0.0005589009379036,negative,0.15
1,@CLR407 a lil.  thanks. &lt;3,0.6392151117324829,positive,0.7
1,@nickcarbone sounds like your dillo day was epic! Just wait until next year when I'm back ,0.6561487913131714,positive,0.875
1,"@fldhtrsxl 10 is fine by me. The longer I'm out of this house, the better, tbh ",0.3302362263202667,negative,0.3
0,"I don't like hearing the birds, its an indicator that I should be asleep, but I can't ",0.0011418184731155,negative,0.25
1,"@edicius during this Stanley Cup match up, yes, I am a Pens fan. ",0.5795332193374634,positive,0.7
1,being bored and sitting on the computer ,0.0004988969303667,negative,0.3
0,damn! it's already sunday ,0.0011980725685134,negative,0.35
1,@Wolfie75 Welcomes home  Glad you had a fabbo time!,0.9619724154472352,positive,0.89
1,Oh - and yes @JeanGWang the audio is royalty free! ,0.823310136795044,positive,0.8
0,"@FantasyParade I have more in the house but none with me   I could really go a nap. Or a cup of coffee, either one.",0.0671958923339843,negative,0.35
0,my blog is crashing my browser ,0.0009062566095963,negative,0.2
1,@requin I FUCKING AGREE! I hate that shit almost as much as I hate o.O and  and XD,0.0127348722890019,negative,0.0
0,@himynameisemmy you're making me jealous  i don't have mine yett  it better come todayy ughh,0.0012121443869546,negative,0.3
0,well it's time to go back and study  i hate studying for exams...well wish me luck! gonna tweet on my next break..love ya all! &lt;3,0.0522076487541198,negative,0.35
1,morning tweeple  hope you all have a great monday,0.8789651393890381,positive,0.9
1,@itslucyliu http://twitpic.com/67iee - Hello girl wanna be friends please. xoxo ,0.5090175867080688,positive,0.8
1,"@innocent_eyez26 OMG :o ahahaa. oh well, thats common there  hihii",0.0120922597125172,positive,0.7
0,No Rafa at wimbledon?!?!?! Check it out  http://www.timesonline.co.uk/tol/sport/tennis/article6538282.ece Man oh man.,0.0035613528452813,negative,0.3
0,smmfh . mad at tmobile right now qot ma stoopid web quard up kan`t even add ma twin on twitter ,0.0004708044871222,negative,0.15
0,Trying to keep hope alive for the cavs ,0.0248543787747621,positive,0.75
0,@Emily_lovesyou haha is he really? he is a hottie!!and funny! fjdska;f fly with me videoo!! so im not making dresses anymore for hte show ,0.601946234703064,positive,0.89
0,New iPhone firmware rocks. Waiting on mms from AT&amp;T  #AT&amp;Tfail,0.0336422100663185,positive,0.85
1,#musicmonday King Blues My Bolder ,0.4773634970188141,positive,0.7
0,@ZOMB1E awe  I'll talk to him if you want?,0.8086159229278564,positive,0.7
1,@gfalcone601 well at least you had a great time and thats what's important! ,0.892615556716919,positive,0.89
0,@sleepysongbird yeah they were supposed to but the writers didn't want that in the first season.  GOOD i can only handle 1 girl having him,0.692160427570343,positive,0.7
0,@scottstokes Me too. a TON of js to deal with today...and it's not even pre-written.  I have to write it. ,0.010643383488059,negative,0.35
1,"@AlexAllTimeLow its not fair, you mostly reply to jack, only! :] love you though ",0.0026834793388843,positive,0.75
1,"day 2 of the &quot;fun &amp; friendly&quot; Bohol adventure with Jam, Daph &amp; Kuya Gunns is about to end. best vacation by far.  next year uli? ",0.5092156529426575,positive,0.95
1,Just a little shake  #earthquake - back to editing.   http://yfrog.com/5ehrsj (via @joshcoxrun),0.0012435633689165,positive,0.65
0,"Oh, that's just sad. My Direct Messages thing won't send Demi my message!  Hope it'll work soon... LOL. ",0.0005251139518804,negative,0.35
1,Figuring out how to live a life where I'm my own boss... fun ,0.6516596078872681,positive,0.8
1,"@KatieMcCullough Ya didn't fail, me dear! And there ARE good people out there - I know a lot of them! ",0.959870219230652,positive,0.875
0,OMG i wish i was at Aaron Kwok's concert...... ,0.3039181232452392,positive,0.75
0,Some animal attacked the duck nest.  All the eggs were destroyed.  Sad.,0.0004818802699446,negative,0.0
1,eating lunch right about know ,0.5706688165664673,positive,0.7
1,@dance2jeffreee I have already watch that video lol ,0.1199819669127464,positive,0.65
0,@glamourdolleyes We have one - it is out of stock ,0.0551822297275066,negative,0.35
1,cant wait to see Denise and Janet ,0.8043983578681946,positive,0.85
0,http://twitpic.com/3iw7p  last picture of the countdown before I had to erase it ,0.0290067996829748,negative,0.35
1,"i made 29 updates today, my record xD talk to you tomorrow bye ",0.1119514852762222,positive,0.85
0,The movie The Knowing made me afraid to be alone in my room  WHY am I five again!?!?! Ahh ,0.0007119729416444,negative,0.3
1,Belanja Kaos itu gampang! www.kaoskita.com T-shirt shopping just a few clicks away. ,0.3879643380641937,positive,0.8
0,wonders if he is ready to love again...  http://plurk.com/p/syd8e,0.0235715024173259,positive,0.65
1,Watching the Jon Ross show ,0.3759059906005859,neutral,0.5
1,@rach_e &amp; @gobi_one No being locked out taking place today then ,0.7174239754676819,positive,0.6
0,ive broken my bloody leg  hit a curb in tenby on holidays and am in total agony.  Watching BGT at the moment.  I really enjoyed Shaheed,0.0081258686259388,negative,0.35
0,@DorkierThanU  how do u play?,0.0213255155831575,neutral,0.5
1,Hi Tweeps  now following @dotastronomy http://dotastronomy.com/ exploring the connection between astronomy and the internet,0.3335273265838623,positive,0.7
1,@MadisonCreek Thanks...yea I've known her since she was like 7...great kid...like another niece to me. ,0.8199889063835144,positive,0.85
0,work soon ,0.8522405624389648,negative,0.35
0,REALLY WISHIN i was in Cali.  1. For Taco Shop in* San Diego (YUM!) and 2. For the Jay-Z/Eminem show in* LA. (Sighh),0.0208674389868974,positive,0.75
0,"getting the donut off the ride today! laughed so hard w/ breezy last nite during wipeout, think I pulled somethin  need 3 Help desk peeps!",0.0074753249064087,positive,0.75
0,feels sad  only one person can make her feel better xxx,0.0006868521450087,negative,0.2
1,Morning all  Up and at the washing machine already!! Going to mum and dads house to get the house ready for wedding day...busy busy busy,0.0306283701211214,positive,0.8
0,@Jstarrrrr im sad i wont be able to partake in all the late night drunkness that is bound to happen this weekend ,0.0031303805299103,negative,0.2
0,Finally convinced him to go see some Peaches tomorrow night but it's sold out ,0.4935013353824615,negative,0.35
0,feels sick.. i hope i dont have some type of swine flu! ,0.0006699768127873,negative,0.15
1,"lazyness on a sunday? oh, yeah! see y'all l8r ",0.0049255695194005,positive,0.8
1,Its official.  steph penny can sing!  nicely. ,0.9438186287879944,positive,0.9
1,I will try to remember to Twitter from the George Strait concert ,0.259192556142807,positive,0.7
1,going to take some photo and ride my whole new bike~~ ,0.749201774597168,positive,0.875
0,Back at work ,0.52410489320755,negative,0.35
1,"Hai, anyone wanna hang? ",0.4859216809272766,error,error
0,headd acheee ,0.5740326642990112,negative,0.1
1,I have got to bid ou all goodnight tweeps. Need to spend more QTwith @Mike103g the miniscule before he leaves for the week ,0.1942753046751022,positive,0.75
1,@itoinkyou I just mailed my application ,0.7036920189857483,positive,0.7
0,i'm feeling soooo much better yes! ahhh bored though waitin for the boo to text me ,0.7043799161911011,positive,0.85
0,My STEP employment at the VA counts for nothing in their system. I'm not status'd ,0.079207956790924,negative,0.25
1,i can't believe this is all part of my detox (it is) because i was so fine and now i'm talking all core wounds! oh my god! jesus help me! ,0.0011928509920835,negative,0.3
0,@QuEeN_AnGeL84 Awww i hope you feel better love...this weather is crazy...  ,0.0123967388644814,positive,0.75
0,"is trying to study for exams, but my eyes keep dosing off. imma fail! ",0.0062512159347534,negative,0.15
1,"@Young_SoulBlade hey, wassup? ",0.5627849698066711,positive,0.65
0,Is wishing she had enough money to travel with her best friend in Europe ,0.1327347457408905,negative,0.35
0,@Teanah Jesus god no. It was awwwfulllll. ,0.0063400929793715,negative,0.0
0,"@meiii_ His manbits are *ahem* swollen. They think it's fluid, not a big deal but may mean that he needs surgery to correct it ",0.0034329644404351,negative,0.35
1,@Remy_Foster LOL I'm in your favourites 3 times!!! ,0.5373881459236145,positive,0.85
1,"@Destini41 Have a safe trip, Desti, and have lots of fun!!! Hope you can tweet us a lot  And give @crystalchappell 4700 kisses from us",0.6037415266036987,positive,0.95
1,@ryanstar http://twitpic.com/6ub7v - Great view ,0.9288984537124634,positive,0.85
1,mmm taco doritos=heaven in my mouth ,0.891933798789978,positive,0.9
0,@tierra_Leone yo word lmao smh I got a few ,0.0348315425217151,positive,0.6
1,"MTV Movie Awards yesterday: congrats Robert, Kristen, Miley and the Twilight's makers.  &lt;3",0.839815080165863,positive,0.9
0,@CallyGage can you believe that only a week ago today we were blagging that boat party? Good times ,0.5228705406188965,positive,0.85
1,kgs_official@mrsstudmuffin aww thank you  U rock too! xo,0.8836812973022461,positive,0.95
1,@cocababy202 hahaha it washed all the sick off of me. ,0.8421568274497986,positive,0.7
0,"You can't break stand in a BMW, oops. Learned that the haed way ",0.0140402931720018,negative,0.25
1,"For all you WAH types BBC2 is showing Tron it just started 11am, go and Sky+ it for later to educate the kids ",0.1383922100067138,positive,0.8
0,@officialTila your welcome!!!! Thank you for tweeting me back...oh wait you didn't..... ,0.7651762962341309,negative,0.3
0,@mesteras guess I can't ask you to help me find blue contacts then ,0.005621918477118,negative,0.35
1,@SenseiRAM We missed you ,0.3029471337795257,positive,0.8
1,@vlb4ever  Crazy girl!!! ,0.0137354601174592,positive,0.65
0,So sad that i lost my engagement ring ,0.0005107352626509,negative,0.1
1,"work was fun, my feet from wearing heels tho -_-. work tomorrow@ dental office 12-4/5 .gnite world ",0.1369260102510452,positive,0.65
0,@chase556 That does sound like a great surprise! I'm sorry I missed it. ,0.6422659754753113,positive,0.75
1,@Niro good morning to you too! ,0.9098139405250548,positive,0.9
0,my lips are dry ;; chapstick chapstick lookin for my chapsick  where is it??,0.0031843038741499,negative,0.35
1,good morning Sunday!  I'm drinking green tea and working on some new illustrations/packaging orders ,0.8361907601356506,positive,0.875
0,@CincauHangus Thanks! *downs thirstily* But I'm still thirsty in real life ,0.2504380941390991,positive,0.7
0,My last client of the day is late and looking like a no show. I think he forgot about me ,0.0261946637183427,negative,0.25
1,@TracyeDukes Good Morning and thanks for the Retweet ,0.7930740118026733,positive,0.85
1,last night i saw you wearing a black jas its make me wanna hug and kiss you  I MISS YOU SO DAMN,0.0383963510394096,positive,0.85
0,@NeshasAgenda thanks for gettin back at me on the BBM ,0.0368256047368049,positive,0.7
0,@Brendacopeland wtf is a table flip? Still don't know. ,0.0011103210272267,negative,0.3
0,MuriÃ³ Kung Fu: David Carradine   so sad,0.0004796967259608,negative,0.1
0,Got to talk to my dad! But now i have to get prepared for tonight ,0.3018531799316406,positive,0.7
0,i miss my godson ,0.0179605241864919,negative,0.35
0,"@RPFanPage I'm on myspace, but I can't see the pics ",0.0645293146371841,negative,0.35
1,@mileycyrus I LOVE YOU MILEY ,0.9176120162010192,positive,1.0
0,rainy sunday....... ,0.0006033855024725,negative,0.35
1,.... . . . Even though she sounds like Alex. &lt;3   whatevs  ,0.0135152088478207,positive,0.65
0,need cuddling now ,0.3487714231014251,positive,0.7
0,@Vain_Fame  Left me in the cold...,0.0010316913248971,negative,0.15
0,soo.....I am out of the closet xD time for that lovely bathroom ,0.3856406509876251,positive,0.85
1,love my Chi Omegas!!  ,0.7760909795761108,positive,0.9
0,I miss those old days when I was still majorly obsessed with Disney Channel. I obviously don't like it as much anymore now. ,0.1720412522554397,negative,0.35
0,Every part of my body aches   I'm tryin' so hard not to throw up ,0.0007718708366155,negative,0.0
1,new new new ,0.9480480551719666,positive,0.6
0,Missing my Dad  x,0.0011541810818016,negative,0.2
0,RESPECT WHO BEG 2 DIFFER!! STUCK IN YOUR BOX MAKES ME GAY IM GOOD YOUR  AND Y U CANT TELL ME!! FUCKIN TWITTERS LETS MOVE FORWARD1!,0.8969985842704773,negative,0.0
1,"Oh man i wish shatner was in star trek, but hey nimoy was there!  check out the full movie: http://tr.im/lsSw",0.0123314186930656,positive,0.75
0,"~ Weeds later! Mayor, Mayor, please be your old self once again. ",0.004714514594525,positive,0.7
0,really a depressing day especially when it's my lunch kaki who's leaving. ,0.000417173752794,negative,0.2
0,@laura_x3 Aww.  Atleast your going though!! ,0.3780604600906372,positive,0.75
0,Just set up appt. for Demonica @ vet. ,0.4417495429515838,positive,0.7
1,"@BecM49 i am, thanks (: i'll put you in mine ",0.8011854290962219,positive,0.85
1,"Checking in  Good morning twitter fam! I'm in Miami, up bright and early, ready to hit the gym! xo",0.6381587982177734,positive,0.9
1,@chrisviamusic actually barney the dinosaur used to use that word stupendous   I had a talking barney book when I was little lol,0.4188011884689331,positive,0.7
0,Has the runs. ,0.2553170025348663,negative,0.2
1,has to go. bye  http://plurk.com/p/z2e6x,0.0122058214619755,negative,0.4
1,taking a bath..and then go to the chruch!! ,0.2548612058162689,positive,0.8
0,@kittykittyws Kenny Wallace said they had rear break problems all night and they locked up. Didn't get hit. No ESPN followup!   #nascar,0.0100031057372689,negative,0.35
1,"@mr_billiam did you get your yabbies and your yobbos mixed up, or something?  ",0.0009868700290098,negative,0.4
1,"happy, curse kommt im juli nach Mï¿½nster city ",0.008846117183566,positive,0.8
0,@mileycyrus http://twitpic.com/7dx9p - amazing eyes! i luv blue eyes sucks that i have dark brown eyes ,0.3518815338611603,positive,0.85
0,"@elfinwear lol, we are feeling the 100s already here in south lousiana and a friend from Fl feeling 101 and A/C broke ",0.0025979508645832,negative,0.3
0,@GillianLynn That is really sad.  We should watch his ep of seaQuest when I get off.,0.0005557645927183,negative,0.25
1,"@dontforgetchaos aaah, sorry, you know i love you really!! hee hee  ;)",0.0004316438571549,positive,0.89
1,"For every kiss you give me, I'll give you three - ",0.7061563730239868,positive,0.9
0,"@drellie I'd buy him, but I also would like $700 for many other things. ",0.1817467659711837,positive,0.65
0,"@wennie_s it was an amazing shopping trip. no sexy vampires, though  haha",0.6043341159820557,positive,0.85
0,@rileyanneoh  i am sad to hear that. You are a really good friend Riley.,0.0014341316418722,positive,0.7
0,got up bout 1 hour ago....waiting for skool     nd watching Gmtv...fun fun fun,0.5599563717842102,positive,0.6
1,@ShaunaN You know what's funny about Amp - the Facebook page (Canadian one in any case) is categorized under Pharmaceuticals ,0.0200385153293609,neutral,0.5
0,road test booked. i r scared ,0.00151996279601,negative,0.35
0,@elgosso i got a car? no no. my car DIED on Good Friday. I've need my own car ever since ,0.0829915776848793,negative,0.2
0,another weekend wasted.. headache.. internet and party in evening.. ,0.0002746604150161,negative,0.3
1,@BeccaJoyBower Heyy thanks for following  x,0.7199500203132629,positive,0.85
0,@BrentCorrigan00 omg sweety how did he dronw im so sorry  thats just horrible,0.0006875935941934,negative,0.0
0,@m0x yes 7.50 here thanks for the change obama. I have to start mail ordering again ,0.6171754598617554,negative,0.35
1,IcyTower Combo Rekord: 47 ,0.4318762421607971,positive,0.7
0,@Lauraful noooo. hannah and warren just died ,0.0082432134076952,negative,0.0
1,yaaawn lazy saturday ,0.061224665492773,positive,0.65
0,anyone see the #beejive update?  I no see it  ,0.2812514007091522,negative,0.4
0,"@binxy thanks! i started sniffling like crazy at the gym today  boohoo, but lots of vitamin C should do the trick!",0.2640524208545685,negative,0.35
0,@ambeasttt is my gf who tweets my high phrases ,0.6841911673545837,positive,0.7
0,@Jessicaveronica dude thats sad  its the best footy all year go QLD =P,0.002228326164186,positive,0.7
0,@MeredithGoldste Oh. That makes me kind of sad.  See?,0.0006274179904721,negative,0.25
1,About to Hang out with Sadey ,0.7582008242607117,positive,0.8
0,aw disappointment  here i am read and it smacked me in the face. the girl just had to say the word. the book is still good though.,0.0054629961960017,negative,0.35
1,@beth_clagg The kitchen's moving. ,0.5788978934288025,neutral,0.5
0,its here!!!! now the wait to download  #iphone3.0!!!!!!!!!!,0.2129676938056945,positive,0.9
0,@XxAshley28xX  lmao I'm so embarrassed ,0.0010947462869808,negative,0.35
0,i want my kiddo already ,0.5456066131591797,positive,0.7
0,"sorry new followers, twitter is not letting me follow you back. ",0.0066661043092608,negative,0.3
0,Last day of college on Monday...Total gutted btw!  Don't want it to end! x,0.0010203165002167,negative,0.35
0, I wanna use my swimsuit!!! ,0.5694509148597717,positive,0.8
1,the whole word is mixing  http://bit.ly/zqrag,0.0740195140242576,negative,0.35
1,@Kalediscope morning have a good day ,0.9311964511871338,positive,0.9
0,@bertpalmer not a good season so far for him is it ,0.0009840657003223,negative,0.3
0,i'm quite bothered that his hoodie now smells like me ,0.001259351032786,negative,0.35
1,"@emzyjonas Dang, ive only used around 100 today so im good ",0.3973459303379059,positive,0.7
1,Does it make me a giant 12 year old to be excited about the new Jonas Brothers cd out today? ,0.0287620518356561,positive,0.85
1,@mark_hadfield That's the other solution.  But it then stops genuine people from following you spontaneously based on your tweets.,0.0296320058405399,negative,0.35
1,@siamusic the land of replies is indeed a labourius place  at least you know you're loved!  xo,0.7199715971946716,positive,0.89
0,"@myprettybird Awww.    I know, I felt so bad.  But he was so sweet and cuddly after.  &lt;3",0.3755938112735748,positive,0.75
0,@MidnightHare yeh thats a recurring suggestion  lol but i wanna play!,0.0093880081549286,positive,0.7
0,Having no such luck finding a new wallet. ,0.001348728314042,negative,0.3
1,@Lifehigh83 I requested you. ,0.5550691485404968,neutral,0.5
1,"The sun is shining the fog has gone,looks like a lovely day ",0.9769986271858216,positive,0.95
0,There were like four guys that just got like arristed at the park  yeekk!*,0.0017256175633519,negative,0.3
0,Finally getting started on homework. Boo school. Where did the weekend go? ,0.0040943608619272,negative,0.3
0,Feel like i am going2pass out from exhaustion.Honest my head is spinning. Poor me. ,0.064884215593338,negative,0.15
1,Quigley (my dog) just peed on the floor! tsk tsk tsk. he got hyper and then peed! he obviously ain't potty trained! lol. ,0.001941769849509,negative,0.35
1,sunny morning ,0.968528687953949,positive,0.9
1,"waiting for my dad to pick me up. we're gonna watch a movie  btw, new photos SOON! ",0.3121347725391388,positive,0.75
0,@bazilahali I don't know if I can do it.  I'll just have to pray to God. HAHA. I sound so religious right now. ,0.020783819258213,positive,0.65
1,@WSOPlive we appreciate the unscheduled coverage. keep it up and give the crew a raise ,0.8940946459770203,positive,0.89
1,"@sharathpatali right on ! Just bought this new computer, will be mig easier to get code done ",0.9120594263076782,positive,0.89
0,@mariakayy OH MAH GOODNESSS. I hope you feel better ,0.9197262525558472,positive,0.75
1,woot! i have 77 points on my subway card! 75 points is a free foot long!  going to get it now!,0.9739328026771544,positive,0.95
1,@BHA It takes a big man to type a sad tweet like that! ,0.0006619024206884,negative,0.35
0,@airplanesarah not yet. ,0.0253270845860242,negative,0.4
0,my tummy hurts so bad right now ,0.0013136893976479,negative,0.1
1,@Chinkerfly they never said anything interesting and i always had to wade through dozens of their tweets to get to people i cared about ,0.0029196827672421,negative,0.25
0,Back to the daily grind working with other peoples old code is terrible ,0.0002649280359037,negative,0.15
1,"@latt3girl blimey, u should've given me a bell ",0.0073288707062602,positive,0.65
1,@regalaffair hey you are up early ,0.641081690788269,positive,0.7
1,@dragonflly93 I'm writing more fanfic. ,0.1487238407135009,positive,0.7
1,"Shout out to the Koblers... As Sure as the Dawn, here we go! Thanks again ",0.7312626838684082,positive,0.85
0,@beardandbeers I forgot my jacket at the Barbary last night.  I suck.  ,0.0088131334632635,negative,0.25
1,@dudeman718 Have you seen Wolverine?  Might want to change that pic.  There's a new sheriff in town.  ,0.0058517968282103,positive,0.7
0,Fever again    ________________________________________________ Take GoogleTalk mobile with fring www.fring.com/googletalk,0.0065885819494724,negative,0.3
1,"@BengeeB well sweetie,, i am tired from the travelling today   gonna head to bed.. sleep well. sweet dreams and safe tweets ;)",0.237953633069992,positive,0.75
1,@RubyRose1   U look freakin amazing!! Pity Gretel got you in the toilet shot ,0.2012557089328766,positive,0.89
0,"@cwtchesandchaos still very sick.If I wouldn't have2 prepare a presentation 4 tuesday then I'd have stayed in bed,cant concentrate at all ",0.0044532516039907,negative,0.15
1,just b'n extremely board!!!1 my friend is com'n over in like 10 minutes &amp; she's gonna spend the night. ,0.7255701422691345,positive,0.7
1,im like really bored. staring at my arms..the autographs are on my hands are kinda fading away. but the arm parts r still der ,0.0135168358683586,error,error
0,It's sooo cozy!!! Noooo!!! ,0.3652983009815216,positive,0.85
0,Eating a sandwich &amp; drinking pop ;D DUDE I MISSED HANNAH MONTANA!  [@mileycyrus],0.0090279122814536,positive,0.85
1,@Brok3n_Soul afternoon gorgeous! Aah it's all good in the hood.  how's things for you? x,0.8980772495269775,positive,0.85
1,@DavidArchie will you ever come to ohio? ,0.4105405509471893,neutral,0.5
1,@_AislinnTighee wow your cooool ;) lalalala this is NOT aislinn  xx,0.4804162085056305,positive,0.75
1,Listening ngampilan replacer &quot;serangan sore&quot; ,0.2251328974962234,positive,0.6
1,@paskalamonik Talk to Nicloas (esp. when he's drunk) and he'll explain some of those theories to you. Good luck understanding it though ,0.0270661134272813,positive,0.65
0,@spazzyyarn really? from that coffee???? ,0.0014042431721463,negative,0.4
0,"People, I need food poisoning remedies asap please! My man isn't well at all... ",0.0013604603009298,negative,0.1
1,@radna  is jesus christ also tweeting I wonder?,0.0103716598823666,positive,0.7
1,@TVdotcomAU Don't forget to watch @newinventors too! ,0.2547436356544494,positive,0.8
0,omg nausea city! me and heat do not go together well.... my bed room is 84 ,0.0005353075684979,negative,0.15
0,@lizetyspagetti I love you&lt;333 and miss you and @yadiraa already ,0.5364178419113159,positive,0.95
1,Happy birthday to my little sis abi!!! Celebrating with my family  sister is now nine! so crazy got her a taylor swift poster ,0.8878229260444641,positive,0.95
1,FINALLY won a game of Settlers Of Catan. Also booked restaurant for birthday dinner. Life is good ,0.9607064127922058,positive,0.95
0,I need a double boiler. ,0.0854754894971847,neutral,0.5
1,@adaftscotslass Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip ,0.1343685984611511,positive,0.7
0,Awww we might not go swimming. It looks like its going 2 storm  its getting darker and darker grrr,0.0009782284032553,negative,0.25
1,@majidmaskat yes i know mike filsaime. why do you ask? ,0.2417761981487274,positive,0.6
0,Why can't I make a phone call! I hate this anxiety crap. Someone cure me ,0.0037022808101028,negative,0.1
0,@miss_flora I hate that &quot;big one&quot; shit  ,0.0015592098934575,negative,0.0
1,@AIIisonIraheta What's up!? You rock! ,0.9675833582878112,positive,0.95
1,@Eeebie hiiii you are a twitter loser now ,0.0008525202865712,negative,0.15
1,today was just SPLENDID!!! ,0.9924643039703368,positive,1.0
0,No bilky ray yet!  *Marshawn*,0.8864424824714661,negative,0.35
0,I'm not gonna be able to do my #gnw spamming this week  But I will start afresh next week!,0.1140903085470199,negative,0.35
0,"Anyone know @theDebbyRyan's SayNow number? I had it, and @mitchelmusso's, but they got erased, along with @jonasbrothers'... ",0.0238437931984663,negative,0.35
0,wants to finish this assignment but when i do i'll just have to start another one ,0.0064493888057768,negative,0.35
1,A BIG Welcome to my newest followers and my thanks to each of you. ,0.5225226283073425,positive,0.9
0,"have to get three gardasil jabs all over again  in other news, got a HD for an essay ... i'm an expert on Korean business, ask me anything",0.0143150724470615,positive,0.7
0,"Fuck. Sometimes, i hate my height! Hit my head in the bus again! Ow! ",0.0007313273381441,negative,0.0
1,@markmejia and @albertposis just made my day  luvv deemmm!!! haha,0.97039794921875,positive,0.95
1,@MothersAnthem I have a request! Play Structure of a Heart tonite please ,0.4716163277626037,positive,0.8
0,Made it to wrk  hopefully it goes by quick ã,0.3747392296791076,positive,0.7
